義項id,詞目漢字,解說,對應詞目id,對應詞目漢字
22384,死好,活該、該死。,24949,應當
22385,剪筊,詐賭。,28112,跋路筊
22385,剪筊,詐賭。,28113,鬥尪公仔寶
22386,整筊,開設賭場、籌辦賭局。,28115,開筊間
22387,有親,極重視親屬關係，常用於熱切邀請親友來做客的語境。,28117,親熱
22388,跋歹筊,以手法詐賭或聯手詐賭。,28112,跋路筊
22388,跋歹筊,以手法詐賭或聯手詐賭。,28113,鬥尪公仔寶
22393,烏昏,面色陰沉。通常用來形容人不苟言笑，嚴肅而不易親近。,28123,昏昏
22393,烏昏,面色陰沉。通常用來形容人不苟言笑，嚴肅而不易親近。,28124,嘟嘟
22397,掠中和,折衷。調和各方面的意見使之適中。,28127,取中範
22397,掠中和,折衷。調和各方面的意見使之適中。,28128,掠中欄
22398,纘袂牢,支撐不住、承受不了。,28130,接載袂牢
22398,纘袂牢,支撐不住、承受不了。,28131,擋袂牢
22398,纘袂牢,支撐不住、承受不了。,28132,袂接力
22399,雞喙變鴨喙,尖利的雞嘴變成扁平的鴨嘴。喻一個人起初能言善辯，後因證據出現自知理虧，變得啞口無言。,28134,無話通講
22399,雞喙變鴨喙,尖利的雞嘴變成扁平的鴨嘴。喻一個人起初能言善辯，後因證據出現自知理虧，變得啞口無言。,28135,死喙
22401,抱心,心悸。因為心血循環系統、神經系統失調或過度疲累而引起心律不整、心跳加速的症狀。,28140,血攻心
22401,抱心,心悸。因為心血循環系統、神經系統失調或過度疲累而引起心律不整、心跳加速的症狀。,28141,血抱心
22401,抱心,心悸。因為心血循環系統、神經系統失調或過度疲累而引起心律不整、心跳加速的症狀。,28142,心惝
22402,抱心,豎心旁。以形象化來指稱漢字的一个部首。,28143,抱心爿
22402,抱心,豎心旁。以形象化來指稱漢字的一个部首。,28144,徛心
22402,抱心,豎心旁。以形象化來指稱漢字的一个部首。,28145,徛心爿
22407,割引,按售價減除幾成賣出。,28148,打折
22415,半身不隨,癱瘓、半身不遂。,28157,半身不遂
22416,歹鬼𤆬頭,帶頭起鬨。,28159,歹鬼母𤆬頭
22417,交定,交付訂金。,28160,落定
22419,仿仔,贗品、仿冒品。仿製的東西。,19949,假範
22419,仿仔,贗品、仿冒品。仿製的東西。,28164,仿的
22419,仿仔,贗品、仿冒品。仿製的東西。,28165,假包的
22421,淺現,淺顯、淺而易見。,26447,粗淺
22422,軟蜞,蛞蝓、蜒蚰。動物名，軟體動物腹足類，無殼。形狀類似無殼的蝸牛，身體圓長，軟而黏滑，頭部有長短觸角各一對，晝伏夜出，以植物的葉子為食物，用肺呼吸，雌雄同體。,28167,柴蜞
22422,軟蜞,蛞蝓、蜒蚰。動物名，軟體動物腹足類，無殼。形狀類似無殼的蝸牛，身體圓長，軟而黏滑，頭部有長短觸角各一對，晝伏夜出，以植物的葉子為食物，用肺呼吸，雌雄同體。,28168,烏蟲
22422,軟蜞,蛞蝓、蜒蚰。動物名，軟體動物腹足類，無殼。形狀類似無殼的蝸牛，身體圓長，軟而黏滑，頭部有長短觸角各一對，晝伏夜出，以植物的葉子為食物，用肺呼吸，雌雄同體。,28169,爛蜞
22422,軟蜞,蛞蝓、蜒蚰。動物名，軟體動物腹足類，無殼。形狀類似無殼的蝸牛，身體圓長，軟而黏滑，頭部有長短觸角各一對，晝伏夜出，以植物的葉子為食物，用肺呼吸，雌雄同體。,28170,水蜞
22422,軟蜞,蛞蝓、蜒蚰。動物名，軟體動物腹足類，無殼。形狀類似無殼的蝸牛，身體圓長，軟而黏滑，頭部有長短觸角各一對，晝伏夜出，以植物的葉子為食物，用肺呼吸，雌雄同體。,28171,草蜞
22423,過家,串門子。到別人家中聊天。,20063,相揣坐
22423,過家,串門子。到別人家中聊天。,28173,過厝
22423,過家,串門子。到別人家中聊天。,28174,過宅
22424,老風騷,指年老且好拈花惹草的人。,28176,老風流
22427,乒乓,桌球。一種球類運動。由網球演變而來，約起源於十九、二十世紀間的英格蘭，玩法分為單打和雙打，一局比賽中先得十一分為勝方，一般採五局三勝或七局四勝制。發音借自日語「ピンポン」。,23074,桌球
